keyword,category,title,final_price,rating,reviews,platform,delivery,currency,is_emi,link,brand,visibility_score,price_range,rating_category,review_category,top_10,value_score
power bank fast charging,other,Sony power bank fast charging Model 509,38591.0,2.7,969.0,Reliance Digital,5 Days,UNKNOWN,False,,Sony,4.370918428598972,High,Medium,Medium,True,0.06779560001036511
microwave oven convection,other,Sony microwave oven convection Model 848 ,9020.0,3.0,1410.0,Amazon,2 Days,UNKNOWN,False,,Sony,4.700821580741126,High,Medium,High,True,0.46895787139689576
power bank fast charging,other,Philips power bank fast charging Model 190,38421.0,,234.0,Flipkart,Free Delivery,UNKNOWN,False,,Philips,,High,,Medium,False,
men running shoes,fashion,LG men running shoes Model 449 ,15824.0,2.9,2382.0,Reliance Digital,2 Days,UNKNOWN,False,,LG,4.850446190839497,High,Medium,High,True,0.43653943377148635
office chair ergonomic,office equipments,Philips office chair ergonomic Model 887,9713.0,3.7,3026.0,Flipkart,2 Days,UNKNOWN,False,,Philips,5.426130923608689,High,Medium,High,True,1.1527025635745909
men running shoes,fashion,Nike men running shoes Model 850,38043.0,3.3,2625.0,Flipkart,2 Days,UNKNOWN,False,,Nike,5.129286821945096,High,Medium,High,True,0.22770286255027206
office chair ergonomic,office equipments,Nike office chair ergonomic Model 830,22701.0,4.6,868.0,Amazon,Free Delivery,UNKNOWN,False,,Nike,5.466937250106157,High,High,Medium,True,0.175886524822695
men running shoes,fashion,Samsung men running shoes Model 677,31281.0,3.2,1859.0,Amazon,5 Days,UNKNOWN,False,,Samsung,4.931332706682898,High,Medium,High,True,0.19017294843515234
microwave oven convection,other,Samsung microwave oven convection Model 830,39906.0,3.7,2247.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Samsung,5.307118484405433,High,Medium,High,True,0.2083370921665915
power bank fast charging,other,Nike power bank fast charging Model 406 ,436130.0,,3636.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Nike,,High,,High,False,
air fryer india,other,Puma air fryer India Model 297,15008.0,4.6,3256.0,Croma,5 Days,UNKNOWN,False,,Puma,5.995424722110494,High,High,High,True,0.9979744136460553
microwave oven convection,other,Philips microwave oven convection Model 423,15450.0,3.5,2281.0,Croma,2 Days,UNKNOWN,False,,Philips,5.193123012168808,High,Medium,High,True,0.5167313915857605
office chair ergonomic,office equipments,Dell office chair ergonomic Model 787,40869.0,3.4,141.0,Reliance Digital,5 Days,UNKNOWN,False,,Dell,4.022330823040504,High,Medium,Medium,True,0.011730162225647801
power bank fast charging,other,Philips power bank fast charging Model 149,4795.0,4.1,942.0,Croma,2 Days,UNKNOWN,False,,Philips,5.199626513053383,High,High,Medium,True,0.8054640250260687
men running shoes,fashion,Nike men running shoes Model 733,71900.0,4.1,4924.0,Flipkart,Free Delivery,UNKNOWN,False,,Nike,5.860831821442475,High,High,High,True,0.28078442280945753
power bank fast charging,other,Sony power bank fast charging Model 747,29596.0,4.3,934.0,Reliance Digital,2 Days,UNKNOWN,False,,Sony,5.316218611715475,High,High,Medium,True,0.13570077037437492
microwave oven convection,other,Sony microwave oven convection Model 408,41193.0,,2034.0,Amazon,2 Days,UNKNOWN,False,,Sony,,High,,High,False,
microwave oven convection,other,Samsung microwave oven convection Model 326,2525.0,,3415.0,Croma,5 Days,UNKNOWN,False,,Samsung,,High,,High,False,
men running shoes,fashion,Samsung men running shoes Model 836,712.0,4.6,819.0,Flipkart,2 Days,UNKNOWN,False,,Samsung,5.443721736103319,Medium,High,Medium,True,5.29129213483146
power bank fast charging,other,HP power bank fast charging Model 709,24141.0,3.2,2688.0,Croma,2 Days,UNKNOWN,False,,HP,5.078769862507546,High,Medium,High,True,0.3563066981483783
microwave oven convection,other,Puma microwave oven convection Model 523,44457.0,4.5,760.0,Croma,2 Days,UNKNOWN,False,,Puma,5.353853343144674,High,High,Medium,True,0.07692826776435657
power bank fast charging,other,Sony power bank fast charging Model 711 ,10504.0,3.5,3408.0,Croma,Free Delivery,UNKNOWN,False,,Sony,5.353669708855161,High,Medium,High,True,1.1355674028941356
microwave oven convection,other,Sony microwave oven convection Model 360,42530.0,3.4,4316.0,Flipkart,2 Days,UNKNOWN,False,,Sony,5.388126398222191,High,Medium,High,True,0.34503644486245005
men running shoes,fashion,Puma men running shoes Model 511,19924.0,4.5,902.0,Flipkart,2 Days,UNKNOWN,False,,Puma,5.422289021366794,High,High,Medium,True,0.20372415177675166
microwave oven convection,other,Samsung microwave oven convection Model 533,6933.0,3.8,4407.0,Croma,5 Days,UNKNOWN,False,,Samsung,5.6364705403331,High,Medium,High,True,2.4154911293812202
office chair ergonomic,office equipments,Samsung office chair ergonomic Model 192,20680.0,2.8,934.0,Amazon,2 Days,UNKNOWN,False,,Samsung,4.416218611715475,High,Medium,Medium,True,0.1264603481624758
men running shoes,fashion,Dell men running shoes Model 277,10071.0,4.9,4560.0,Croma,5 Days,UNKNOWN,False,,Dell,6.31011887068468,High,High,High,True,2.218647602025618
power bank fast charging,other,Samsung power bank fast charging Model 321,34057.0,4.5,3652.0,Amazon,5 Days,UNKNOWN,False,,Samsung,5.981321610718112,High,High,High,True,0.4825439704025604
air fryer india,other,Sony air fryer India Model 833,15593.0,3.1,4956.0,Croma,5 Days,UNKNOWN,False,,Sony,5.263422399208229,High,Medium,High,True,0.9852882703777336
air fryer india,other,LG air fryer India Model 739,21483.0,4.4,1545.0,Flipkart,Free Delivery,UNKNOWN,False,,LG,5.577370491658947,High,High,High,True,0.3164362519201229
air fryer india,other,Dell air fryer India Model 150,5659.0,4.2,270.0,Amazon,5 Days,UNKNOWN,False,,Dell,4.7608475283518805,High,High,Medium,True,0.20038876126524122
air fryer india,other,Nike air fryer India Model 258,17028.0,3.0,3583.0,Flipkart,5 Days,UNKNOWN,False,,Nike,5.073693909637928,High,Medium,High,True,0.6312544045102184
office chair ergonomic,office equipments,Sony office chair ergonomic Model 546,11042.0,3.0,571.0,Flipkart,Free Delivery,UNKNOWN,False,,Sony,4.3396555965519195,High,Medium,Medium,True,0.15513493932258648
microwave oven convection,other,HP microwave oven convection Model 690,47857.0,3.3,4944.0,Amazon,Free Delivery,UNKNOWN,False,,HP,5.382452897622725,High,Medium,High,True,0.340915644524312
power bank fast charging,other,Philips power bank fast charging Model 708 ,12594.0,4.1,4687.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Philips,5.841104532502738,High,High,High,True,1.5258615213593774
office chair ergonomic,office equipments,Boat office chair ergonomic Model 303,9335.0,,844.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Boat,,High,,Medium,False,
office chair ergonomic,office equipments,Nike office chair ergonomic Model 994,33453.0,4.3,1126.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Nike,5.390925805615911,High,High,High,True,0.14473440349146566
air fryer india,other,Samsung air fryer India Model 440,18612.0,2.6,3055.0,Croma,5 Days,UNKNOWN,False,,Samsung,4.769944860114565,High,Medium,High,True,0.42676767676767674
office chair ergonomic,office equipments,LG office chair ergonomic Model 874,35478.0,4.9,3461.0,Amazon,5 Days,UNKNOWN,False,,LG,6.199840694294462,High,High,High,True,0.4780117255764136
air fryer india,other,LG air fryer India Model 428,8757.0,4.9,2023.0,Croma,Free Delivery,UNKNOWN,False,,LG,5.985132412162942,High,High,High,True,1.1319744204636293
men running shoes,fashion,Boat men running shoes Model 882,29336.0,2.8,199.0,Flipkart,5 Days,UNKNOWN,False,,Boat,3.7993269466192148,High,Medium,Medium,True,0.01899372784292337
microwave oven convection,other,HP microwave oven convection Model 721,38318.0,3.8,2831.0,Reliance Digital,5 Days,UNKNOWN,False,,HP,5.459495381925445,High,Medium,High,True,0.2807505610940028
power bank fast charging,other,Puma power bank fast charging Model 333,7947.0,3.3,3734.0,Croma,5 Days,UNKNOWN,False,,Puma,5.270201239026767,High,Medium,High,True,1.5505473763684408
power bank fast charging,other,Nike power bank fast charging Model 373,49953.0,4.9,2218.0,Flipkart,Free Delivery,UNKNOWN,False,,Nike,6.0219247691730375,High,High,High,True,0.21756851440353933
power bank fast charging,other,Sony power bank fast charging Model 300,9342.0,,3843.0,Croma,2 Days,UNKNOWN,False,,Sony,,High,,High,False,
air fryer india,other,HP air fryer India Model 869,38110.0,4.6,4859.0,Flipkart,2 Days,UNKNOWN,False,,HP,6.155517486757816,High,High,High,True,0.5864969824193125
microwave oven convection,other,Dell microwave oven convection Model 140,36301.0,,2443.0,Amazon,5 Days,UNKNOWN,False,,Dell,,High,,High,False,
power bank fast charging,other,Sony power bank fast charging Model 678,44668.0,3.2,2300.0,Flipkart,5 Days,UNKNOWN,False,,Sony,5.016439636014146,High,Medium,High,True,0.16477120085967584
microwave oven convection,other,Sony microwave oven convection Model 705,10551.0,3.0,1713.0,Croma,Free Delivery,UNKNOWN,False,,Sony,4.77863403966309,High,Medium,High,True,0.4870628376457208
men running shoes,fashion,Dell men running shoes Model 628,390740.0,4.6,4015.0,Croma,5 Days,UNKNOWN,False,,Dell,6.0792166645486265,High,High,High,True,0.04726672467625531
men running shoes,fashion,Nike men running shoes Model 571,10750.0,4.4,586.0,Croma,2 Days,UNKNOWN,False,,Nike,5.190009927931239,High,High,Medium,True,0.23985116279069768
men running shoes,fashion,Sony men running shoes Model 922,29370.0,4.6,1501.0,Amazon,Free Delivery,UNKNOWN,False,,Sony,5.685821132929632,High,High,High,True,0.23509022812393596
air fryer india,other,LG air fryer India Model 691,43902.0,4.8,2395.0,Croma,5 Days,UNKNOWN,False,,LG,5.992622383694136,High,High,High,True,0.26185595189285227
air fryer india,other,Puma air fryer India Model 696,8987.0,4.8,2999.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Puma,6.082547027060098,High,High,High,True,1.6017803493935683
office chair ergonomic,office equipments,Philips office chair ergonomic Model 733,2022.0,3.7,,Flipkart,2 Days,UNKNOWN,False,,Philips,,High,Medium,,True,
men running shoes,fashion,Boat men running shoes Model 961,3146.0,2.9,521.0,Amazon,Free Delivery,UNKNOWN,False,,Boat,4.2430670351530555,High,Medium,Medium,True,0.4802606484424666
air fryer india,other,HP air fryer India Model 627,22353.0,4.0,4304.0,Flipkart,2 Days,UNKNOWN,False,,HP,5.747012966744732,High,Medium,High,True,0.7701874468751398
air fryer india,other,LG air fryer India Model 628 ,41688.0,3.0,987.0,Reliance Digital,Free Delivery,UNKNOWN,False,,LG,4.5582730790991475,High,Medium,Medium,True,0.07102763385146804
power bank fast charging,other,Boat power bank fast charging Model 932,15951.0,4.9,3521.0,Reliance Digital,2 Days,UNKNOWN,False,,Boat,6.2067137156224605,High,High,High,True,1.081618707291079
microwave oven convection,other,Dell microwave oven convection Model 915,17906.0,4.2,1947.0,Amazon,2 Days,UNKNOWN,False,,Dell,5.549823393680992,High,High,High,True,0.4566849100860047
office chair ergonomic,office equipments,HP office chair ergonomic Model 117,19227.0,4.4,3149.0,Reliance Digital,2 Days,UNKNOWN,False,,HP,5.862063092727872,High,High,High,True,0.7206324439590159
air fryer india,other,Nike air fryer India Model 240,45088.0,4.2,3926.0,Amazon,2 Days,UNKNOWN,False,,Nike,5.830252421831204,High,High,High,True,0.36571149751596876
air fryer india,other,HP air fryer India Model 114,15280.0,4.2,4970.0,Reliance Digital,5 Days,UNKNOWN,False,,HP,5.924550522437869,High,High,High,True,1.3660994764397907
power bank fast charging,other,HP power bank fast charging Model 526 ,20759.0,4.2,1884.0,Amazon,5 Days,UNKNOWN,False,,HP,5.536673239952845,High,High,High,True,0.38117443036755144
microwave oven convection,other,Dell microwave oven convection Model 367,32317.0,3.6,434.0,Amazon,Free Delivery,UNKNOWN,False,,Dell,4.590138412435474,High,Medium,Medium,True,0.048346071726954855
air fryer india,other,HP air fryer India Model 618 ,9220.0,2.9,326.0,Croma,Free Delivery,UNKNOWN,False,,HP,4.055984068358901,High,Medium,Medium,True,0.10253796095444685
microwave oven convection,other,Boat microwave oven convection Model 424,482890.0,4.9,858.0,Amazon,2 Days,UNKNOWN,False,,Boat,5.6423075687937025,High,High,Medium,True,0.008706330634305951
microwave oven convection,other,LG microwave oven convection Model 603 ,49245.0,4.3,1944.0,Croma,2 Days,UNKNOWN,False,,LG,5.609206902421018,High,High,High,True,0.16974718245507156
microwave oven convection,other,HP microwave oven convection Model 129,30496.0,,4979.0,Amazon,5 Days,UNKNOWN,False,,HP,,High,,High,False,
office chair ergonomic,office equipments,Nike office chair ergonomic Model 106,8923.0,4.6,2822.0,Flipkart,5 Days,UNKNOWN,False,,Nike,5.938222171301396,High,High,High,True,1.45480219657066
air fryer india,other,LG air fryer India Model 774,17078.0,3.2,2604.0,Croma,5 Days,UNKNOWN,False,,LG,5.066075181674988,High,Medium,High,True,0.48792598664949066
power bank fast charging,other,Dell power bank fast charging Model 852,27435.0,4.3,1773.0,Amazon,Free Delivery,UNKNOWN,False,,Dell,5.57239686514781,High,High,High,True,0.2778895571350465
air fryer india,other,Samsung air fryer India Model 721 ,999.0,,4645.0,Reliance Digital,5 Days,UNKNOWN,False,,Samsung,,Medium,,High,False,
air fryer india,other,LG air fryer India Model 285,35864.0,4.1,4369.0,Amazon,Free Delivery,UNKNOWN,False,,LG,5.813007315235854,High,High,High,True,0.4994674325228641
air fryer india,other,HP air fryer India Model 314,999.0,4.3,2352.0,Amazon,Free Delivery,UNKNOWN,False,,HP,5.685378555490945,Medium,High,High,True,10.123723723723725
microwave oven convection,other,Boat microwave oven convection Model 227,48663.0,,4019.0,Flipkart,Free Delivery,UNKNOWN,False,,Boat,,High,,High,False,
office chair ergonomic,office equipments,Philips office chair ergonomic Model 723,45041.0,2.6,3099.0,Reliance Digital,5 Days,UNKNOWN,False,,Philips,4.775662956189295,High,Medium,High,True,0.1788903443529229
men running shoes,fashion,HP men running shoes Model 425,1105.0,,69.0,Amazon,5 Days,UNKNOWN,False,,HP,,Medium,,Low,False,
power bank fast charging,other,Boat power bank fast charging Model 924,33465.0,3.0,939.0,Amazon,5 Days,UNKNOWN,False,,Boat,4.5383519501056195,High,Medium,Medium,True,0.08417749887942627
office chair ergonomic,office equipments,Sony office chair ergonomic Model 865,17134.0,3.5,2274.0,Amazon,Free Delivery,UNKNOWN,False,,Sony,5.191894132554021,High,Medium,High,True,0.46451499941636515
power bank fast charging,other,Puma power bank fast charging Model 422,20958.0,3.3,427.0,Amazon,5 Days,UNKNOWN,False,,Puma,4.403649278232718,High,Medium,Medium,True,0.06723446893787574
men running shoes,fashion,Sony men running shoes Model 146,17182.0,3.5,500.0,Amazon,Free Delivery,UNKNOWN,False,,Sony,4.5866424404339465,High,Medium,Medium,True,0.1018507740658829
air fryer india,other,Dell air fryer India Model 222,46717.0,4.4,4987.0,Amazon,2 Days,UNKNOWN,False,,Dell,6.045916122719971,High,High,High,True,0.4696962561808336
air fryer india,other,Samsung air fryer India Model 964,40114.0,4.5,2842.0,Croma,5 Days,UNKNOWN,False,,Samsung,5.881046044660399,High,High,High,True,0.31881637333599244
men running shoes,fashion,Samsung men running shoes Model 589,2849.0,2.7,4466.0,Amazon,2 Days,UNKNOWN,False,,Samsung,4.981788928540848,High,Medium,High,True,4.232432432432432
air fryer india,other,Nike air fryer India Model 172,28087.0,4.2,2788.0,Croma,Free Delivery,UNKNOWN,False,,Nike,5.693375355050996,High,High,High,True,0.41690461779470933
microwave oven convection,other,HP microwave oven convection Model 749,11799.0,,2729.0,Croma,2 Days,UNKNOWN,False,,HP,,High,,High,False,
microwave oven convection,other,Puma microwave oven convection Model 258,36850.0,4.9,1104.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Puma,5.743040245580741,High,High,High,True,0.14680054274084126
men running shoes,fashion,HP men running shoes Model 608,22065.0,4.9,2727.0,Amazon,Free Delivery,UNKNOWN,False,,HP,6.1045296075853415,High,High,High,True,0.605588035350102
power bank fast charging,other,Puma power bank fast charging Model 468,43895.0,4.0,4829.0,Croma,5 Days,UNKNOWN,False,,Puma,5.793040698658648,High,Medium,High,True,0.4400501196035995
office chair ergonomic,office equipments,Dell office chair ergonomic Model 627,25413.0,4.4,1324.0,Flipkart,5 Days,UNKNOWN,False,,Dell,5.51566709536813,High,High,High,True,0.22923700468264277
office chair ergonomic,office equipments,Dell office chair ergonomic Model 330,35292.0,2.7,4225.0,Reliance Digital,2 Days,UNKNOWN,False,,Dell,4.959604479270402,High,Medium,High,True,0.3232318939136348
men running shoes,fashion,Philips men running shoes Model 659,7470.0,3.5,3046.0,Croma,2 Days,UNKNOWN,False,,Philips,5.308765111594283,High,Medium,High,True,1.4271753681392236
power bank fast charging,other,Dell power bank fast charging Model 883,34235.0,2.7,200.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Dell,3.7413219632236303,High,Medium,Medium,True,0.01577333138600847
office chair ergonomic,office equipments,HP office chair ergonomic Model 873,43509.0,,4035.0,Reliance Digital,2 Days,UNKNOWN,False,,HP,,High,,High,False,
men running shoes,fashion,Samsung men running shoes Model 200,13528.0,3.3,2011.0,Flipkart,Free Delivery,UNKNOWN,False,,Samsung,5.022753812487852,High,Medium,High,True,0.49056031933766997
office chair ergonomic,office equipments,Puma office chair ergonomic Model 753,1131.0,3.9,4694.0,Reliance Digital,2 Days,UNKNOWN,False,,Puma,5.721701356656945,Medium,Medium,High,True,16.186206896551724
men running shoes,fashion,HP men running shoes Model 563,42681.0,3.5,3907.0,Flipkart,5 Days,UNKNOWN,False,,HP,5.40831240526507,High,Medium,High,True,0.32038846325062675
air fryer india,other,Dell air fryer India Model 284,44863.0,4.8,4625.0,Flipkart,Free Delivery,UNKNOWN,False,,Dell,6.255779137116554,High,High,High,True,0.49483984575262463
air fryer india,other,LG air fryer India Model 400,36846.0,4.5,1363.0,Croma,2 Days,UNKNOWN,False,,LG,5.587270735361363,High,High,High,True,0.16646311675622863
men running shoes,fashion,LG men running shoes Model 614,1680.0,2.7,4120.0,Reliance Digital,Free Delivery,UNKNOWN,False,,LG,4.949540452535527,Medium,Medium,High,True,6.621428571428571
office chair ergonomic,office equipments,Boat office chair ergonomic Model 922,11394.0,3.7,,Reliance Digital,5 Days,UNKNOWN,False,,Boat,,High,Medium,,True,
men running shoes,fashion,Boat men running shoes Model 296,10726.0,,3096.0,Flipkart,Free Delivery,UNKNOWN,False,,Boat,,High,,High,False,
power bank fast charging,other,Philips power bank fast charging Model 166,43776.0,3.3,3844.0,Croma,5 Days,UNKNOWN,False,,Philips,5.281811552775898,High,Medium,High,True,0.28977521929824557
air fryer india,other,Puma air fryer India Model 883,103500.0,4.3,4194.0,Amazon,5 Days,UNKNOWN,False,,Puma,5.916659447560523,High,High,High,True,0.17424347826086958
men running shoes,fashion,Sony men running shoes Model 835,5646.0,4.2,3419.0,Amazon,5 Days,UNKNOWN,False,,Sony,5.77495833202266,High,High,High,True,2.5433581296493095
power bank fast charging,other,Boat power bank fast charging Model 483,26374.0,4.4,2145.0,Flipkart,2 Days,UNKNOWN,False,,Boat,5.708544369276257,High,High,High,True,0.3578524304239023
microwave oven convection,other,Boat microwave oven convection Model 957,23854.0,4.8,3087.0,Flipkart,5 Days,UNKNOWN,False,,Boat,6.094111564457867,High,High,High,True,0.6211788379307454
power bank fast charging,other,Boat power bank fast charging Model 651,11700.0,4.4,1813.0,Reliance Digital,2 Days,UNKNOWN,False,,Boat,5.641315852270033,High,High,High,True,0.6818119658119659
air fryer india,other,HP air fryer India Model 603,46330.0,4.4,1403.0,Amazon,5 Days,UNKNOWN,False,,HP,5.538832233834302,High,High,High,True,0.1332441182818908
air fryer india,other,Dell air fryer India Model 962,33577.0,2.9,991.0,Amazon,Free Delivery,UNKNOWN,False,,Dell,4.499889242913949,High,Medium,Medium,True,0.08559132739672991
air fryer india,other,Puma air fryer India Model 736,999.0,3.5,2305.0,Croma,2 Days,UNKNOWN,False,,Puma,5.197307880331602,Medium,Medium,High,True,8.075575575575575
microwave oven convection,other,Boat microwave oven convection Model 128,20084.0,,2575.0,Amazon,Free Delivery,UNKNOWN,False,,Boat,,High,,High,False,
microwave oven convection,other,Puma microwave oven convection Model 943,18372.0,4.2,367.0,Croma,5 Days,UNKNOWN,False,,Puma,4.883233175267573,High,High,Medium,True,0.08389941214892228
office chair ergonomic,office equipments,Nike office chair ergonomic Model 944,21252.0,3.0,3789.0,Reliance Digital,2 Days,UNKNOWN,False,,Nike,5.096048519230589,High,Medium,High,True,0.534867306606437
men running shoes,fashion,Puma men running shoes Model 319,34307.0,4.1,1256.0,Flipkart,Free Delivery,UNKNOWN,False,,Puma,5.314593283436098,High,High,High,True,0.1501034774244323
office chair ergonomic,office equipments,Puma office chair ergonomic Model 984,999.0,4.6,2494.0,Flipkart,Free Delivery,UNKNOWN,False,,Puma,5.888817603274248,Medium,High,High,True,11.483883883883884
air fryer india,other,Puma air fryer India Model 791,35653.0,3.6,4443.0,Reliance Digital,5 Days,UNKNOWN,False,,Puma,5.519724060303808,High,Medium,High,True,0.4486242391944577
men running shoes,fashion,Samsung men running shoes Model 540,17273.0,3.6,561.0,Croma,Free Delivery,UNKNOWN,False,,Samsung,4.692600739957477,High,Medium,Medium,True,0.11692236438372026
air fryer india,other,Boat air fryer India Model 608,10828.0,3.3,4277.0,Flipkart,5 Days,UNKNOWN,False,,Boat,5.32449635585694,High,Medium,High,True,1.3034817140746213
men running shoes,fashion,Boat men running shoes Model 710,46350.0,3.6,2345.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Boat,5.264186811685368,High,Medium,High,True,0.1821359223300971
air fryer india,other,Philips air fryer India Model 545,5049.0,4.4,557.0,Amazon,2 Days,UNKNOWN,False,,Philips,5.169743584952524,High,High,Medium,True,0.4854030501089325
power bank fast charging,other,LG power bank fast charging Model 952,43614.0,5.0,3948.0,Croma,2 Days,UNKNOWN,False,,LG,6.31248706451466,High,High,High,True,0.4526069610675471
power bank fast charging,other,Samsung power bank fast charging Model 946,17773.0,3.6,587.0,Amazon,Free Delivery,UNKNOWN,False,,Samsung,4.710690779159451,High,Medium,Medium,True,0.11889945422832388
power bank fast charging,other,Boat power bank fast charging Model 239,4103.0,4.7,4335.0,Amazon,2 Days,UNKNOWN,False,,Boat,6.169883017247793,High,High,High,True,4.965756763343895
air fryer india,other,HP air fryer India Model 541,44752.0,4.6,3692.0,Reliance Digital,2 Days,UNKNOWN,False,,HP,6.045677765941026,High,High,High,True,0.3794958884519127
men running shoes,fashion,Boat men running shoes Model 227 ,380730.0,2.9,1574.0,Croma,2 Days,UNKNOWN,False,,Boat,4.684804220503894,High,Medium,High,True,0.011989073621726682
microwave oven convection,other,Puma microwave oven convection Model 925,32710.0,3.1,3780.0,Reliance Digital,2 Days,UNKNOWN,False,,Puma,5.155097521556373,High,Medium,High,True,0.35823907062060534
men running shoes,fashion,Nike men running shoes Model 773 ,12222.0,4.3,3755.0,Amazon,5 Days,UNKNOWN,False,,Nike,5.872443936131262,High,High,High,True,1.3211012927507773
men running shoes,fashion,Boat men running shoes Model 475,10153.0,2.9,3274.0,Amazon,5 Days,UNKNOWN,False,,Boat,4.977629259227741,High,Medium,High,True,0.9351521717718901
air fryer india,other,HP air fryer India Model 607,28433.0,,2110.0,Amazon,2 Days,UNKNOWN,False,,HP,,High,,High,False,
power bank fast charging,other,Sony power bank fast charging Model 131,6862.0,3.9,1670.0,Croma,5 Days,UNKNOWN,False,,Sony,5.308471011438158,High,Medium,High,True,0.9491401923637424
microwave oven convection,other,Samsung microwave oven convection Model 132,2008.0,4.8,2465.0,Croma,5 Days,UNKNOWN,False,,Samsung,6.004141073489716,High,High,High,True,5.892430278884462
men running shoes,fashion,Dell men running shoes Model 598,32326.0,4.8,3889.0,Croma,2 Days,UNKNOWN,False,,Dell,6.186465774644997,High,High,High,True,0.5774670543834685
men running shoes,fashion,Puma men running shoes Model 152,39884.0,3.0,491.0,Reliance Digital,2 Days,UNKNOWN,False,,Puma,4.279391486596923,High,Medium,Medium,True,0.03693210309898706
microwave oven convection,other,Dell microwave oven convection Model 270,35994.0,2.7,2870.0,Flipkart,5 Days,UNKNOWN,False,,Dell,4.804966272048426,High,Medium,High,True,0.21528588098016338
air fryer india,other,Dell air fryer India Model 786,28304.0,4.4,2261.0,Reliance Digital,2 Days,UNKNOWN,False,,Dell,5.729601862670426,High,High,High,True,0.35148388920293955
air fryer india,other,Samsung air fryer India Model 883,5559.0,,3803.0,Croma,Free Delivery,UNKNOWN,False,,Samsung,,High,,High,False,
microwave oven convection,other,Boat microwave oven convection Model 754,2828.0,3.2,1712.0,Reliance Digital,5 Days,UNKNOWN,False,,Boat,4.898400599329648,High,Medium,High,True,1.9371994342291374
power bank fast charging,other,Sony power bank fast charging Model 631,35507.0,3.1,4810.0,Amazon,5 Days,UNKNOWN,False,,Sony,5.251464096679781,High,Medium,High,True,0.41994536288619144
microwave oven convection,other,LG microwave oven convection Model 213,40084.0,3.6,1704.0,Croma,Free Delivery,UNKNOWN,False,,LG,5.1365281558870475,High,Medium,High,True,0.15303861890030937
office chair ergonomic,office equipments,LG office chair ergonomic Model 315,39361.0,3.9,405.0,Croma,Free Delivery,UNKNOWN,False,,LG,4.7425412638406925,High,Medium,Medium,True,0.04012855364447041
office chair ergonomic,office equipments,Sony office chair ergonomic Model 904,32777.0,4.4,774.0,Croma,Free Delivery,UNKNOWN,False,,Sony,5.301145211741339,High,High,Medium,True,0.10390212649113709
power bank fast charging,other,Sony power bank fast charging Model 298 ,16898.0,4.2,4324.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Sony,5.868866967746392,High,High,High,True,1.0747307373653687
office chair ergonomic,office equipments,Puma office chair ergonomic Model 876,123310.0,3.3,2499.0,Flipkart,Free Delivery,UNKNOWN,False,,Puma,5.109618404342517,High,Medium,High,True,0.06687778768956289
air fryer india,other,Puma air fryer India Model 363,28760.0,4.9,1266.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Puma,5.797762872128455,High,High,High,True,0.21569541029207234
office chair ergonomic,office equipments,Sony office chair ergonomic Model 246,40731.0,4.7,4537.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Sony,6.188096666135915,High,High,High,True,0.5235299894429305
microwave oven convection,other,HP microwave oven convection Model 564,8799.0,3.5,4884.0,Amazon,Free Delivery,UNKNOWN,False,,HP,5.4975698257907535,High,Medium,High,True,1.9427207637231503
microwave oven convection,other,Puma microwave oven convection Model 837,45797.0,4.4,3484.0,Amazon,5 Days,UNKNOWN,False,,Puma,5.90248932927785,High,High,High,True,0.33472934908400115
microwave oven convection,other,Boat microwave oven convection Model 306,16492.0,2.6,4233.0,Reliance Digital,5 Days,UNKNOWN,False,,Boat,4.900360980677925,High,Medium,High,True,0.6673417414504003
office chair ergonomic,office equipments,Sony office chair ergonomic Model 231,19356.0,3.3,3401.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Sony,5.2328475091823226,High,Medium,High,True,0.5798357098574085
microwave oven convection,other,LG microwave oven convection Model 208,4378.0,,646.0,Amazon,2 Days,UNKNOWN,False,,LG,,High,,Medium,False,
microwave oven convection,other,Samsung microwave oven convection Model 981,24681.0,4.6,2547.0,Flipkart,5 Days,UNKNOWN,False,,Samsung,5.897225606676821,High,High,High,True,0.47470523884769655
men running shoes,fashion,HP men running shoes Model 362,43372.0,2.9,705.0,Reliance Digital,5 Days,UNKNOWN,False,,HP,4.363846094997297,High,Medium,Medium,True,0.04713870699990778
office chair ergonomic,office equipments,HP office chair ergonomic Model 442 ,18356.0,3.3,1514.0,Croma,5 Days,UNKNOWN,False,,HP,4.909268287177388,High,Medium,High,True,0.27218348224013944
microwave oven convection,other,Sony microwave oven convection Model 539,25404.0,3.3,3211.0,Reliance Digital,5 Days,UNKNOWN,False,,Sony,5.209859630026661,High,Medium,High,True,0.41711147850732166
power bank fast charging,other,Puma power bank fast charging Model 689,44441.0,3.3,3789.0,Amazon,2 Days,UNKNOWN,False,,Puma,5.276048519230589,High,Medium,High,True,0.2813550550167638
